URL,Match_Status,Last_Segment,3rd Party Link,Has Contextual Ad,Match domain,Merchant Name,NAPM?,Affiliate ID,dealspotr URL
https://refermate.com/stores/ralph-lauren-promo-codes,Matched,ralphlauren.com,true,true,ralphlauren.com,Ralph Lauren,true,5250,https://dealspotr.com/promo-codes/ralphlauren.com
https://refermate.com/stores/ray-ban-promo-codes,Not Matched,ray-ban.com,true,true,,Ray Ban,false,,
https://refermate.com/stores/reebok-promo-codes,Matched,reebok.com,true,true,reebok.com,Reebok,true,7826,https://dealspotr.com/promo-codes/reebok.com
https://refermate.com/stores/saks-fifth-avenue-off-5th-promo-codes,Matched,saksoff5th.com,true,true,saksoff5th.com,Saks Fifth Avenue OFF 5th,true,14883,https://dealspotr.com/promo-codes/saksoff5th.com
https://refermate.com/stores/steve-madden-promo-codes,Matched,stevemadden.com,true,true,stevemadden.com,Steve Madden,true,612,https://dealspotr.com/promo-codes/stevemadden.com
https://refermate.com/stores/sunglass-hut-promo-codes,Matched,sunglasshut.com,true,true,sunglasshut.com,Sunglass Hut,true,5845,https://dealspotr.com/promo-codes/sunglasshut.com
https://refermate.com/stores/the-honest-company-promo-codes,Matched,honest.com,true,true,honest.com,The Honest Company,true,6862,https://dealspotr.com/promo-codes/honest.com
https://refermate.com/stores/the-north-face-promo-codes,Not Matched,thenorthface.com,true,true,,The North Face,false,,
https://refermate.com/stores/tory-burch-promo-codes,Not Matched,toryburch.com,true,true,,Tory Burch,true,5412,
https://refermate.com/stores/zales-promo-codes,Matched,zales.com,true,true,zales.com,Zales,true,5476,https://dealspotr.com/promo-codes/zales.com
https://refermate.com/stores/vince-promo-codes,Matched,vince.com,true,true,vince.com,Vince,true,16054,https://dealspotr.com/promo-codes/vince.com
https://refermate.com/stores/vera-bradley-promo-codes,Matched,verabradley.com,true,true,verabradley.com,Vera Bradley,true,10739,https://dealspotr.com/promo-codes/verabradley.com
https://refermate.com/stores/vans-promo-codes,Not Matched,vans.com,true,true,,Vans,false,,
https://refermate.com/stores/under-armour-promo-codes,Not Matched,underarmour.com,true,true,,Under Armour,true,7907,
https://refermate.com/stores/torrid-promo-codes,Matched,torrid.com,true,true,torrid.com,Torrid,true,777,https://dealspotr.com/promo-codes/torrid.com
https://refermate.com/stores/toms-shoes-promo-codes,Matched,toms.com,true,true,toms.com,TOMS Shoes,true,711,https://dealspotr.com/promo-codes/toms.com
https://refermate.com/stores/tj-maxx-promo-codes,Matched,tjmaxx.tjx.com,true,true,tjmaxx.tjx.com,TJ Maxx,false,,https://dealspotr.com/promo-codes/tjmaxx.tjx.com
https://refermate.com/stores/tilly-s-promo-codes,Matched,tillys.com,true,true,tillys.com,Tilly's,true,5474,https://dealspotr.com/promo-codes/tillys.com
https://refermate.com/stores/the-walking-company-promo-codes,Matched,thewalkingcompany.com,true,true,thewalkingcompany.com,The Walking Company,true,1749,https://dealspotr.com/promo-codes/thewalkingcompany.com
https://refermate.com/stores/society6-promo-codes,Matched,society6.com,true,true,society6.com,Society6,true,50477,https://dealspotr.com/promo-codes/society6.com
https://refermate.com/stores/hanogram-promo-codes,Matched,hanogram.com,true,true,hanogram.com,Hanogram,false,,https://dealspotr.com/promo-codes/hanogram.com
https://refermate.com/stores/clothing-shop-online-promo-codes,Matched,clothingshoponline.com,true,true,clothingshoponline.com,Clothing Shop Online,true,5436462,https://dealspotr.com/promo-codes/clothingshoponline.com
https://refermate.com/stores/athleta-promo-codes,Matched,athleta.gap.com,true,true,athleta.gap.com,Athleta,true,10147,https://dealspotr.com/promo-codes/athleta.gap.com
https://refermate.com/stores/pretty-little-thing-promo-codes,Matched,prettylittlething.com,true,true,prettylittlething.com,Pretty Little Thing,true,87007,https://dealspotr.com/promo-codes/prettylittlething.com
https://refermate.com/stores/bare-necessities-promo-codes,Matched,barenecessities.com,true,true,barenecessities.com,Bare Necessities,true,3349,https://dealspotr.com/promo-codes/barenecessities.com
https://refermate.com/stores/barneys-warehouse-promo-codes,Matched,barneyswarehouse.com,true,true,barneyswarehouse.com,Barneys Warehouse,false,,https://dealspotr.com/promo-codes/barneyswarehouse.com
https://refermate.com/stores/bodi-promo-codes,Not Matched,beachbody.com,false,false,,BODi,true,5523301,
https://refermate.com/stores/disneystore-promo-codes,Matched,disneystore.com,false,false,disneystore.com,DisneyStore,false,,https://dealspotr.com/promo-codes/disneystore.com
https://refermate.com/stores/dollar-general-promo-codes,Matched,dollargeneral.com,true,true,dollargeneral.com,Dollar General,true,8913,https://dealspotr.com/promo-codes/dollargeneral.com
https://refermate.com/stores/efaucets-promo-codes,Matched,efaucets.com,true,true,efaucets.com,eFaucets,false,,https://dealspotr.com/promo-codes/efaucets.com
https://refermate.com/stores/fabric-com-promo-codes,Matched,fabric.com,true,true,fabric.com,Fabric.com,false,,https://dealspotr.com/promo-codes/fabric.com
https://refermate.com/stores/fandango-promo-codes,Matched,fandango.com,true,true,fandango.com,Fandango,true,2567,https://dealspotr.com/promo-codes/fandango.com
https://refermate.com/stores/fragrancex-promo-codes,Matched,fragrancex.com,true,true,fragrancex.com,FragranceX,true,2028,https://dealspotr.com/promo-codes/fragrancex.com
https://refermate.com/stores/frames-direct-promo-codes,Matched,framesdirect.com,true,true,framesdirect.com,Frames Direct,true,2729,https://dealspotr.com/promo-codes/framesdirect.com
https://refermate.com/stores/frederick-s-of-hollywood-promo-codes,Matched,fredericks.com,true,true,fredericks.com,Frederick's of Hollywood,true,6923,https://dealspotr.com/promo-codes/fredericks.com
https://refermate.com/stores/french-connection-promo-codes,Matched,usa.frenchconnection.com,true,true,usa.frenchconnection.com,French Connection,true,10295,https://dealspotr.com/promo-codes/usa.frenchconnection.com
https://refermate.com/stores/ftd-promo-codes,Matched,ftd.com,true,true,ftd.com,FTD,true,1069,https://dealspotr.com/promo-codes/ftd.com
https://refermate.com/stores/garmin-promo-codes,Not Matched,buy.garmin.com,true,true,,Garmin,false,,
https://refermate.com/stores/giorgio-armani-beauty-promo-codes,Matched,giorgioarmanibeauty-usa.com,true,true,giorgioarmanibeauty-usa.com,Giorgio Armani Beauty,true,11981,https://dealspotr.com/promo-codes/giorgioarmanibeauty-usa.com
https://refermate.com/stores/godaddy-com-promo-codes,Matched,godaddy.com,true,true,godaddy.com,GoDaddy.com,true,632,https://dealspotr.com/promo-codes/godaddy.com
https://refermate.com/stores/guitar-center-promo-codes,Matched,guitarcenter.com,true,true,guitarcenter.com,Guitar Center,true,372,https://dealspotr.com/promo-codes/guitarcenter.com
https://refermate.com/stores/h-r-block-promo-codes,Matched,hrblock.com,true,true,hrblock.com,H & R Block,false,,https://dealspotr.com/promo-codes/hrblock.com
https://refermate.com/stores/harry-david-promo-codes,Matched,harryanddavid.com,true,true,harryanddavid.com,Harry & David,true,2745,https://dealspotr.com/promo-codes/harryanddavid.com
https://refermate.com/stores/havaianas-us-promo-codes,Not Matched,us.havaianas.com,true,true,,Havaianas US,false,,
https://refermate.com/stores/hertz-promo-codes,Not Matched,link.hertz.com,true,true,,Hertz,false,,
